date;revenue;cost;units_sold;profit;margin;revenue_per_unit;year;month;region_East;region_North;region_South;region_West;product_Product A;product_Product B;product_Product C;product_Product D
1/02/2022;17848.44;11804.98;393;6.043.459.999.999.990;0.33859877950117767;45.415.877.862.595.400;2022;2;False;True;False;False;True;False;False;False
1/02/2022;13053.52;7711.2;280;5.342.320.000.000.000;0.4092627888875951;4.661.971.428.571.420;2022;2;False;True;False;False;False;True;False;False
1/02/2022;12358.93;6481.84;284;5877.09;0.4755338852149822;4.351.735.915.492.950;2022;2;False;True;False;False;False;False;True;False
1/02/2022;13527.86;11420.4;316;2.107.460.000.000.000;0.15578665066019318;428.096.835.443.038;2022;2;False;True;False;False;False;False;False;True
1/02/2022;9963.28;7988.88;238;19.744.000.000.000.000;0.19816767169044736;4.186.252.100.840.330;2022;2;False;False;True;False;True;False;False;False
1/02/2022;15460.79;10161.86;391;5298.93;0.34273345669917255;3.954.166.240.409.200;2022;2;False;False;True;False;False;True;False;False
1/02/2022;19003.39;10635.38;495;8368.01;0.44034301248356217;3.839.068.686.868.680;2022;2;False;False;True;False;False;False;True;False
1/02/2022;19053.45;17324.03;489;1.729.420.000.000.000;0.09076676402436314;3.896.411.042.944.780;2022;2;False;False;True;False;False;False;False;True
1/02/2022;16538.35;12367.38;413;4.170.969.999.999.990;0.25219988692947;40.044.430.992.736.000;2022;2;True;False;False;False;True;False;False;False
1/02/2022;14747.57;9318.45;355;5.429.119.999.999.990;0.3681365811452327;4.154.245.070.422.530;2022;2;True;False;False;False;False;True;False;False
1/02/2022;8493.84;5186.02;199;33.078.199.999.999.900;0.3894375217804903;42.682.613.065.326.600;2022;2;True;False;False;False;False;False;True;False
1/02/2022;6294.53;7184.02;151;-8.894.900.000.000.000;-0.14131158323179024;41.685.629.139.072.800;2022;2;True;False;False;False;False;False;False;True
1/02/2022;9789.51;7260.18;203;2529.33;0.25837146088006446;4.822.418.719.211.820;2022;2;False;False;False;True;True;False;False;False
1/02/2022;20999.39;11882.26;459;9117.13;0.43416165898152276;4.575.030.501.089.320;2022;2;False;False;False;True;False;True;False;False
1/02/2022;17527.49;7956.34;367;9.571.150.000.000.000;0.5460650669320023;4.775.882.833.787.460;2022;2;False;False;False;True;False;False;True;False
1/02/2022;17513.21;12494.02;351;5.019.189.999.999.990;0.28659451922291795;49.895.185.185.185.100;2022;2;False;False;False;True;False;False;False;True
1/03/2022;19283.52;12539.22;419;6.744.300.000.000.000;0.3497442375665854;4.602.272.076.372.310;2022;3;False;True;False;False;True;False;False;False
1/03/2022;18122.25;10875.2;420;7.247.049.999.999.990;0.3998979155458069;4.314.821.428.571.420;2022;3;False;True;False;False;False;True;False;False
1/03/2022;16414.13;7899.44;364;8.514.690.000.000.000;0.5187414745709947;4.509.376.373.626.370;2022;3;False;True;False;False;False;False;True;False
1/03/2022;14988.54;12119.02;339;28.695.200.000.000.000;0.19144759929919794;4.421.398.230.088.490;2022;3;False;True;False;False;False;False;False;True
1/03/2022;14633.17;10832.98;357;38.001.900.000.000.000;0.25969697611658993;40.989.271.708.683.400;2022;3;False;False;True;False;True;False;False;False
1/03/2022;8150.09;6254.47;202;1895.62;0.23258884257719853;403.469.801.980.198;2022;3;False;False;True;False;False;True;False;False
1/03/2022;14319.29;7937.34;366;6.381.950.000.000.000;0.4456889971499984;3.912.374.316.939.890;2022;3;False;False;True;False;False;False;True;False
1/03/2022;7445.17;8062.5;190;-6.173.299.999.999.990;-0.08291684407474913;39.185.105.263.157.800;2022;3;False;False;True;False;False;False;False;True
1/03/2022;18095.9;13450.0;450;46.459.000.000.000.000;0.2567377140678276;4.021.311.111.111.110;2022;3;True;False;False;False;True;False;False;False
1/03/2022;19838.86;12338.37;476;7500.49;0.3780706149446087;4.167.827.731.092.430;2022;3;True;False;False;False;False;True;False;False
1/03/2022;11324.22;6383.26;278;4.940.959.999.999.990;0.43631790975449075;4.073.460.431.654.670;2022;3;True;False;False;False;False;False;True;False
1/03/2022;9184.89;8591.6;212;593.289.999.999.999;0.06459413231949421;4.332.495.283.018.860;2022;3;True;False;False;False;False;False;False;True
1/03/2022;11273.32;7818.0;230;34.553.199.999.999.900;0.30650420639172843;49.014.434.782.608.600;2022;3;False;False;False;True;True;False;False;False
1/03/2022;21246.77;11333.19;438;9913.58;0.46659233379944337;48.508.607.305.936.000;2022;3;False;False;False;True;False;True;False;False
1/03/2022;18515.56;8206.0;380;10.309.560.000.000.000;0.5568051951979849;48.725.157.894.736.800;2022;3;False;False;False;True;False;False;True;False
1/03/2022;8804.49;7761.23;177;10.432.600.000.000.000;0.11849181497167925;49.742.881.355.932.200;2022;3;False;False;False;True;False;False;False;True
1/04/2022;21356.5;14274.58;477;7081.92;0.3316048978062885;44.772.536.687.631.000;2022;4;False;True;False;False;True;False;False;False
1/04/2022;7832.55;5916.23;182;19.163.200.000.000.000;0.244661061850866;4.303.598.901.098.900;2022;4;False;True;False;False;False;True;False;False
1/04/2022;9329.01;5355.81;211;3973.2;0.4258972817051327;4.421.331.753.554.500;2022;4;False;True;False;False;False;False;True;False
1/04/2022;11261.89;9509.6;248;1.752.289.999.999.990;0.15559466483867265;45.410.846.774.193.500;2022;4;False;True;False;False;False;False;False;True
1/04/2022;15082.23;10991.38;363;40.908.500.000.000.000;0.2712364153046334;4.154.884.297.520.660;2022;4;False;False;True;False;True;False;False;False
1/04/2022;14467.87;9804.77;376;4663.1;0.3223072919510612;3.847.837.765.957.440;2022;4;False;False;True;False;False;True;False;False
1/04/2022;11492.08;6416.0;280;5076.08;0.4417024594329312;41.043.142.857.142.800;2022;4;False;False;True;False;False;False;True;False
1/04/2022;14292.43;13005.23;367;12.872.000.000.000.000;0.09006166201268788;38.943.950.953.678.400;2022;4;False;False;True;False;False;False;False;True
1/04/2022;18185.25;12916.48;432;5268.77;0.28972766390343824;42.095.486.111.111.100;2022;4;True;False;False;False;True;False;False;False
1/04/2022;6619.98;5624.13;164;9.958.499.999.999.990;0.15043096806938985;4.036.573.170.731.700;2022;4;True;False;False;False;False;True;False;False
1/04/2022;13130.5;7237.76;328;5892.74;0.44878260538441034;4.003.201.219.512.190;2022;4;True;False;False;False;False;False;True;False
1/04/2022;15920.69;13430.0;380;24.906.900.000.000.000;0.1564435963516657;4.189.655.263.157.890;2022;4;True;False;False;False;False;False;False;True
1/04/2022;11989.93;8140.5;245;38.494.300.000.000.000;0.3210552521991371;4.893.848.979.591.830;2022;4;False;False;False;True;True;False;False;False
1/04/2022;18076.54;9899.2;380;8177.34;0.4523730758209259;4.756.984.210.526.310;2022;4;False;False;False;True;False;True;False;False
1/04/2022;14903.9;7096.0;320;7807.9;0.5238830104871879;46.574.687.499.999.900;2022;4;False;False;False;True;False;False;True;False
1/04/2022;7447.06;7424.1;162;22.960.000.000.000.000;0.003083095879447733;4.596.950.617.283.950;2022;4;False;False;False;True;False;False;False;True
1/05/2022;15414.51;10289.92;336;5124.59;0.3324523452253753;4.587.651.785.714.280;2022;5;False;True;False;False;True;False;False;False
1/05/2022;20322.27;11204.8;433;9.117.470.000.000.000;0.44864427054654826;4.693.364.896.073.900;2022;5;False;True;False;False;False;True;False;False
1/05/2022;8551.59;5116.54;194;3435.05;0.4016855345029404;4.408.036.082.474.220;2022;5;False;True;False;False;False;False;True;False
1/05/2022;12679.65;10464.23;283;2215.42;0.17472248839676174;4.480.441.696.113.070;2022;5;False;True;False;False;False;False;False;True
1/05/2022;9957.79;8404.98;257;15.528.100.000.000.000;0.15593921944527864;3.874.626.459.143.960;2022;5;False;False;True;False;True;False;False;False
1/05/2022;18066.91;11256.05;435;6.810.860.000.000.000;0.37697979344558646;4.153.312.643.678.160;2022;5;False;False;True;False;False;True;False;False
1/05/2022;11420.64;6366.93;277;5.053.709.999.999.990;0.44250672466691876;4.122.974.729.241.870;2022;5;False;False;True;False;False;False;True;False
1/05/2022;19594.32;17633.22;497;19.610.999.999.999.900;0.1000851267101894;3.942.519.114.688.120;2022;5;False;False;True;False;False;False;False;True
1/05/2022;13682.79;10366.42;339;3.316.370.000.000.000;0.24237527580266893;4.036.221.238.938.050;2022;5;True;False;False;False;True;False;False;False
1/05/2022;18011.74;11179.23;432;6.832.510.000.000.000;0.3793364772087539;41.693.842.592.592.500;2022;5;True;False;False;False;False;True;False;False
1/05/2022;10965.91;6173.38;265;4792.53;0.4370389689501373;41.380.792.452.830.100;2022;5;True;False;False;False;False;False;True;False
1/05/2022;16291.11;14373.6;408;19.175.100.000.000.000;0.11770284529415123;3.992.919.117.647.050;2022;5;True;False;False;False;False;False;False;True
1/05/2022;13707.17;9067.92;286;4639.25;0.3384542542333684;4.792.716.783.216.780;2022;5;False;False;False;True;True;False;False;False
1/05/2022;17269.58;9757.77;374;7.511.810.000.000.000;0.43497351991189137;4.617.534.759.358.280;2022;5;False;False;False;True;False;True;False;False
1/05/2022;15013.75;7113.61;321;7900.14;0.5261936558155025;46.771.806.853.582.500;2022;5;False;False;False;True;False;False;True;False
1/05/2022;21878.24;16378.4;464;5.499.840.000.000.000;0.251384023577765;4.715.137.931.034.480;2022;5;False;False;False;True;False;False;False;True
1/06/2022;11089.06;8140.5;245;29.485.599.999.999.900;0.2658981013719828;452.614.693.877.551;2022;6;False;True;False;False;True;False;False;False
1/06/2022;14603.1;8738.34;329;5864.76;0.40161061692380384;44.386.322.188.449.800;2022;6;False;True;False;False;False;True;False;False
1/06/2022;8816.05;5214.02;201;3.602.029.999.999.990;0.40857640326450045;43.860.945.273.631.800;2022;6;False;True;False;False;False;False;True;False
1/06/2022;19974.5;15644.4;444;4330.1;0.21678139628025733;44.987.612.612.612.600;2022;6;False;True;False;False;False;False;False;True
1/06/2022;10111.2;8516.88;262;15.943.200.000.000.000;0.1576786138143842;3.859.236.641.221.370;2022;6;False;False;True;False;True;False;False;False
1/06/2022;8985.44;6752.2;230;22.332.400.000.000.000;0.24853986004024295;3.906.713.043.478.260;2022;6;False;False;True;False;False;True;False;False
1/06/2022;6041.62;4550.02;151;14.915.999.999.999.900;0.24688742423389745;4.001.072.847.682.110;2022;6;False;False;True;False;False;False;True;False
1/06/2022;7740.84;8372.23;203;-6.313.899.999.999.990;-0.08156608326744894;3.813.221.674.876.840;2022;6;False;False;True;False;False;False;False;True
1/06/2022;16305.59;11258.58;373;5047.01;0.30952636488468066;43.714.718.498.659.500;2022;6;True;False;False;False;True;False;False;False
1/06/2022;11139.85;7611.25;275;35.286.000.000.000.000;0.31675471393241383;40.508.545.454.545.400;2022;6;True;False;False;False;False;True;False;False
1/06/2022;13411.6;7113.61;321;6.297.990.000.000.000;0.46959274061260403;41.780.685.358.255.400;2022;6;True;False;False;False;False;False;True;False
1/06/2022;14198.07;12368.23;347;18.298.400.000.000.000;0.12887948855020437;4.091.662.824.207.490;2022;6;True;False;False;False;False;False;False;True
1/06/2022;21752.37;14150.58;473;7.601.789.999.999.990;0.34946950608140626;4.598.809.725.158.560;2022;6;False;False;False;True;True;False;False;False
1/06/2022;15564.64;8826.0;333;6.738.639.999.999.990;0.43294544557407044;4.674.066.066.066.060;2022;6;False;False;False;True;False;True;False;False
1/06/2022;19979.85;8680.24;404;11.299.609.999.999.900;0.5655502919191084;49.455.074.257.425.700;2022;6;False;False;False;True;False;False;True;False
1/06/2022;23053.02;16752.9;474;6.300.119.999.999.990;0.2732882719921294;4.863.506.329.113.920;2022;6;False;False;False;True;False;False;False;True
1/07/2022;15457.01;10572.18;347;4884.83;0.31602683830831446;44.544.697.406.340.000;2022;7;False;True;False;False;True;False;False;False
1/07/2022;18027.25;10113.78;389;7.913.469.999.999.990;0.4389726663800635;4.634.254.498.714.650;2022;7;False;True;False;False;False;True;False;False
1/07/2022;15467.73;7637.5;350;7830.23;0.5062300673725233;44.193.514.285.714.200;2022;7;False;True;False;False;False;False;True;False
1/07/2022;21793.55;16790.62;475;5002.93;0.22956012214623137;4.588.115.789.473.680;2022;7;False;True;False;False;False;False;False;True
1/07/2022;16468.34;12225.28;408;42.430.599.999.999.900;0.2576495263031975;4.036.357.843.137.250;2022;7;False;False;True;False;True;False;False;False
1/07/2022;19823.94;12860.45;495;6.963.489.999.999.990;0.3512667007668505;4.004.836.363.636.360;2022;7;False;False;True;False;False;True;False;False
1/07/2022;11660.82;6682.24;296;4978.58;0.42694939120919456;3.939.466.216.216.210;2022;7;False;False;True;False;False;False;True;False
1/07/2022;13466.72;12399.6;348;1.067.119.999.999.990;0.07924127033160258;3.869.747.126.436.780;2022;7;False;False;True;False;False;False;False;True
1/07/2022;11654.65;8858.58;277;27.960.699.999.999.900;0.23991025041507036;4.207.454.873.646.200;2022;7;True;False;False;False;True;False;False;False
1/07/2022;11881.14;7671.11;278;4210.03;0.3543456267664551;42.737.913.669.064.700;2022;7;True;False;False;False;False;True;False;False
1/07/2022;12652.22;6750.0;300;5.902.219.999.999.990;0.46649678870585554;4.217.406.666.666.660;2022;7;True;False;False;False;False;False;True;False
1/07/2022;18319.56;15753.23;447;25.663.300.000.000.000;0.14008687981589085;4.098.335.570.469.790;2022;7;True;False;False;False;False;False;False;True
1/07/2022;18622.35;12028.02;401;6.594.329.999.999.990;0.3541083697814722;4.643.977.556.109.720;2022;7;False;False;False;True;True;False;False;False
1/07/2022;12597.16;7336.18;261;5260.98;0.41763222821651863;48.264.980.842.911.800;2022;7;False;False;False;True;False;True;False;False
1/07/2022;9792.06;5327.22;209;4.464.839.999.999.990;0.45596534334961175;46.851.961.722.488.000;2022;7;False;False;False;True;False;False;True;False
1/07/2022;22756.01;15972.23;453;6.783.779.999.999.990;0.29810937857735165;50.234.017.660.044.100;2022;7;False;False;False;True;False;False;False;True
1/08/2022;8690.27;6923.92;186;17.663.500.000.000.000;0.2032560553354499;4.672.188.172.043.010;2022;8;False;True;False;False;True;False;False;False
1/08/2022;6952.78;5529.35;158;14.234.299.999.999.900;0.2047281806701779;4.400.493.670.886.070;2022;8;False;True;False;False;False;True;False;False
1/08/2022;13620.97;6682.24;296;6938.73;0.5094152619086599;4.601.679.054.054.050;2022;8;False;True;False;False;False;False;True;False
1/08/2022;13048.97;10380.0;280;26.689.699.999.999.900;0.20453491731531298;4.660.346.428.571.420;2022;8;False;True;False;False;False;False;False;True
1/08/2022;8347.26;7260.18;203;1087.08;0.13023195635454027;41.119.507.389.162.500;2022;8;False;False;True;False;True;False;False;False
1/08/2022;10159.19;7414.05;265;27.451.400.000.000.000;0.27021248741287446;3.833.656.603.773.580;2022;8;False;False;True;False;False;True;False;False
1/08/2022;10227.71;5984.14;253;4.243.569.999.999.990;0.4149091047751646;4.042.573.122.529.640;2022;8;False;False;True;False;False;False;True;False
1/08/2022;14847.91;13298.4;376;15.495.100.000.000.000;0.10435879527825803;3.948.912.234.042.550;2022;8;False;False;True;False;False;False;False;True
1/08/2022;10909.37;8206.08;248;2.703.290.000.000.000;0.24779524390501015;43.989.395.161.290.300;2022;8;True;False;False;False;True;False;False;False
1/08/2022;20424.57;12639.04;487;7.785.529.999.999.990;0.38118452432535904;4.193.956.878.850.100;2022;8;True;False;False;False;False;True;False;False
1/08/2022;13303.13;6956.16;312;6.346.969.999.999.990;0.47710350872313506;4.263.823.717.948.710;2022;8;True;False;False;False;False;False;True;False
1/08/2022;12923.17;11480.1;318;14.430.699.999.999.900;0.11166532669615889;4.063.889.937.106.910;2022;8;True;False;False;False;False;False;False;True
1/08/2022;10142.32;7545.78;217;2596.54;0.25601045914544207;4.673.880.184.331.790;2022;8;False;False;False;True;True;False;False;False
1/08/2022;19791.26;11026.57;426;8.764.689.999.999.990;0.44285659427444235;46.458.356.807.511.700;2022;8;False;False;False;True;False;True;False;False
1/08/2022;13933.19;6481.84;284;7451.35;0.534791386609958;49.060.528.169.014.000;2022;8;False;False;False;True;False;False;True;False
1/08/2022;13386.82;10296.23;277;3090.59;0.23086812252648503;4.832.787.003.610.100;2022;8;False;False;False;True;False;False;False;True
1/09/2022;7498.0;6636.82;171;8.611.800.000.000.000;0.11485462790077358;4.384.795.321.637.420;2022;9;False;True;False;False;True;False;False;False
1/09/2022;8817.99;5999.44;187;2818.55;0.31963633435737626;47.155.026.737.967.900;2022;9;False;True;False;False;False;True;False;False
1/09/2022;9352.84;5200.0;200;4152.84;0.4440191428485893;467.642;2022;9;False;True;False;False;False;False;True;False
1/09/2022;19312.46;15213.6;432;4.098.859.999.999.990;0.2122391450907859;4.470.476.851.851.850;2022;9;False;True;False;False;False;False;False;True
1/09/2022;17044.49;12741.52;426;4.302.970.000.000.000;0.25245519226447966;4.001.053.990.610.320;2022;9;False;False;True;False;True;False;False;False
1/09/2022;17612.58;11204.8;433;64.077.800.000.000.000;0.36381836164832193;4.067.570.438.799.070;2022;9;False;False;True;False;False;True;False;False
1/09/2022;18638.5;9985.34;466;8653.16;0.46426268208278565;3.999.678.111.587.980;2022;9;False;False;True;False;False;False;True;False
1/09/2022;5828.88;7227.23;153;-13.983.499.999.999.900;-0.23990028959251167;3.809.725.490.196.070;2022;9;False;False;True;False;False;False;False;True
1/09/2022;7936.46;7160.08;198;7.763.800.000.000.000;0.097824470859804;4.008.313.131.313.130;2022;9;True;False;False;False;True;False;False;False
1/09/2022;14075.83;8564.74;321;5511.09;0.3915285990240007;4.384.993.769.470.400;2022;9;True;False;False;False;False;True;False;False
1/09/2022;8529.77;5130.38;195;33.993.900.000.000.000;0.39853243405156297;4.374.241.025.641.020;2022;9;True;False;False;False;False;False;True;False
1/09/2022;10674.02;9509.6;248;1164.42;0.1090891716522922;4.304.040.322.580.640;2022;9;True;False;False;False;False;False;False;True
1/09/2022;9310.4;6923.92;186;23.864.799.999.999.900;0.2563241106719367;5.005.591.397.849.460;2022;9;False;False;False;True;True;False;False;False
1/09/2022;22658.21;11671.22;451;10986.99;0.4849010579388222;5.023.993.348.115.290;2022;9;False;False;False;True;False;True;False;False
1/09/2022;12475.79;5906.56;248;65.692.300.000.000.000;0.5265582379953494;50.305.604.838.709.600;2022;9;False;False;False;True;False;False;True;False
1/09/2022;12458.54;9965.62;265;2492.92;0.2000972826671504;4.701.335.849.056.600;2022;9;False;False;False;True;False;False;False;True
1/10/2022;13694.61;9642.0;310;40.526.100.000.000.000;0.2959273758069781;4.417.616.129.032.250;2022;10;False;True;False;False;True;False;False;False
1/10/2022;12306.3;7651.12;277;4.655.179.999.999.990;0.37827616749144743;4.442.707.581.227.430;2022;10;False;True;False;False;False;True;False;False
1/10/2022;17316.21;8051.76;372;9.264.449.999.999.990;0.5350160341090804;46.548.951.612.903.200;2022;10;False;True;False;False;False;False;True;False
1/10/2022;21388.81;16677.6;472;4.711.210.000.000.000;0.2202651760429871;45.315.275.423.728.800;2022;10;False;True;False;False;False;False;False;True
1/10/2022;16660.5;12828.82;429;38.316.800.000.000.000;0.229985894781069;3.883.566.433.566.430;2022;10;False;False;True;False;True;False;False;False
1/10/2022;19362.38;12749.46;491;6.612.920.000.000.000;0.3415344601231874;39.434.582.484.725.000;2022;10;False;False;True;False;False;True;False;False
1/10/2022;11060.24;6350.64;276;4.709.599.999.999.990;0.4258135447332065;4.007.333.333.333.330;2022;10;False;False;True;False;False;False;True;False
1/10/2022;17468.55;14860.1;422;2.608.449.999.999.990;0.14932263982986563;413.946.682.464.455;2022;10;False;False;True;False;False;False;False;True
1/10/2022;19209.09;13390.08;448;5819.01;0.302930019069097;4.287.743.303.571.420;2022;10;True;False;False;False;True;False;False;False
1/10/2022;7733.02;6016.19;188;17.168.300.000.000.000;0.2220128746595768;4.113.308.510.638.290;2022;10;True;False;False;False;False;True;False;False
1/10/2022;16498.58;8520.24;396;7.978.340.000.000.000;0.48357737453768757;41.663.080.808.080.800;2022;10;True;False;False;False;False;False;True;False
1/10/2022;19811.48;16045.62;455;37.658.599.999.999.900;0.19008473874743326;43.541.714.285.714.200;2022;10;True;False;False;False;False;False;False;True
1/10/2022;7450.65;6468.88;162;9.817.699.999.999.990;0.13176971136746451;4.599.166.666.666.660;2022;10;False;False;False;True;True;False;False;False
1/10/2022;22459.62;11961.99;462;10497.63;0.4674001608219551;486.138.961.038.961;2022;10;False;False;False;True;False;True;False;False
1/10/2022;8233.65;4780.41;169;3453.24;0.4194057313585105;487.198.224.852.071;2022;10;False;False;False;True;False;False;True;False
1/10/2022;14512.76;10691.02;291;3821.74;0.26333653970712667;49.872.027.491.408.900;2022;10;False;False;False;True;False;False;False;True
1/11/2022;12976.52;9209.28;292;3767.24;0.2903120405162555;4.444.013.698.630.130;2022;11;False;True;False;False;True;False;False;False
1/11/2022;21064.6;12203.14;471;8861.46;0.4206801933101032;44.723.142.250.530.700;2022;11;False;True;False;False;False;True;False;False
1/11/2022;21715.3;10544.22;491;11171.08;0.5144336021146381;4.422.668.024.439.910;2022;11;False;True;False;False;False;False;True;False
1/11/2022;15139.29;11995.62;335;3143.67;0.20764976428881407;45.191.910.447.761.100;2022;11;False;True;False;False;False;False;False;True
1/11/2022;11331.47;8789.52;274;2.541.949.999.999.990;0.22432658781252557;41.355.729.927.007.200;2022;11;False;False;True;False;True;False;False;False
1/11/2022;7891.25;6341.28;207;15.499.700.000.000.000;0.1964162838587043;38.121.980.676.328.500;2022;11;False;False;True;False;False;True;False;False
1/11/2022;12553.11;7255.61;329;5.297.500.000.000.000;0.42200697675715426;3.815.534.954.407.290;2022;11;False;False;True;False;False;False;True;False
1/11/2022;16565.12;14790.0;420;1.775.119.999.999.990;0.10716010508828183;394.407.619.047.619;2022;11;False;False;True;False;False;False;False;True
1/11/2022;10523.36;8250.0;250;22.733.600.000.000.000;0.2160298611850208;4.209.344;2022;11;True;False;False;False;True;False;False;False
1/11/2022;8290.18;6254.47;202;2035.71;0.2455567912880058;41.040.495.049.504.900;2022;11;True;False;False;False;False;True;False;False
1/11/2022;10926.65;6046.73;257;4879.92;0.4466071485771028;4.251.614.785.992.210;2022;11;True;False;False;False;False;False;True;False
1/11/2022;14985.59;12305.62;345;26.799.699.999.999.900;0.1788364689011243;4.343.649.275.362.310;2022;11;True;False;False;False;False;False;False;True
1/11/2022;24049.33;14968.02;499;9.081.310.000.000.000;0.3776117671469434;48.195.050.100.200.400;2022;11;False;False;False;True;True;False;False;False
1/11/2022;21281.48;11908.8;460;9372.68;0.44041485836511374;4.626.408.695.652.170;2022;11;False;False;False;True;False;True;False;False
1/11/2022;14733.24;6631.73;293;8101.51;0.5498797277448817;5.028.409.556.313.990;2022;11;False;False;False;True;False;False;True;False
1/11/2022;13385.21;10185.23;273;31.999.799.999.999.900;0.23906834483732417;4.903.007.326.007.320;2022;11;False;False;False;True;False;False;False;True
1/12/2022;13713.19;9304.32;296;4.408.870.000.000.000;0.3215057911397713;463.283.445.945.946;2022;12;False;True;False;False;True;False;False;False
1/12/2022;20919.99;12122.43;468;8.797.560.000.000.000;0.42053366182297414;44.700.833.333.333.300;2022;12;False;True;False;False;False;True;False;False
1/12/2022;8922.33;5298.73;207;36.236.000.000.000.000;0.40612709908734607;4.310.304.347.826.080;2022;12;False;True;False;False;False;False;True;False
1/12/2022;16473.05;13364.1;378;3.108.949.999.999.990;0.18872947025596348;43.579.497.354.497.300;2022;12;False;True;False;False;False;False;False;True
1/12/2022;19307.61;13965.78;467;5341.83;0.27666966548423133;4.134.391.862.955.030;2022;12;False;False;True;False;True;False;False;False
1/12/2022;10756.7;7671.11;278;3.085.590.000.000.000;0.28685284520345466;386.931.654.676.259;2022;12;False;False;True;False;False;True;False;False
1/12/2022;5965.41;4537.5;150;14.279.099.999.999.900;0.23936493887260052;397.694;2022;12;False;False;True;False;False;False;True;False
1/12/2022;9848.24;9430.62;245;417.619.999.999.999;0.04240554657481936;4.019.689.795.918.360;2022;12;False;False;True;False;False;False;False;True
1/12/2022;8011.6;7140.18;197;8.714.200.000.000.000;0.10876978381347047;4.066.802.030.456.850;2022;12;True;False;False;False;True;False;False;False
1/12/2022;15855.23;10041.93;386;5.813.299.999.999.990;0.36664873357245525;41.075.725.388.601.000;2022;12;True;False;False;False;False;True;False;False
1/12/2022;17711.52;9026.61;421;8684.91;0.49035373587360087;4.207.011.876.484.560;2022;12;True;False;False;False;False;False;True;False
1/12/2022;14399.85;12181.02;341;2218.83;0.1540870217398098;422.282.991.202.346;2022;12;True;False;False;False;False;False;False;True
1/12/2022;20967.49;12770.58;427;8.196.910.000.000.000;0.39093425107153984;4.910.419.203.747.070;2022;12;False;False;False;True;True;False;False;False
1/12/2022;10871.32;6661.25;225;4210.07;0.38726392011273697;4.831.697.777.777.770;2022;12;False;False;False;True;False;True;False;False
1/12/2022;10732.24;5708.38;235;5023.86;0.46810917385373413;45.669.106.382.978.700;2022;12;False;False;False;True;False;False;True;False
1/12/2022;16907.88;13070.02;369;38.378.600.000.000.000;0.22698647021388846;4.582.081.300.813.000;2022;12;False;False;False;True;False;False;False;True
1/01/2023;11323.7;8096.98;243;3.226.720.000.000.000;0.28495279811369084;4.659.958.847.736.620;2023;1;False;True;False;False;True;False;False;False
1/01/2023;15118.01;9272.96;353;5.845.050.000.000.000;0.38662826655095484;42.827.223.796.034;2023;1;False;True;False;False;False;True;False;False
1/01/2023;21991.51;10521.5;490;11.470.009.999.999.900;0.5215653677259997;4.488.063.265.306.120;2023;1;False;True;False;False;False;False;True;False
1/01/2023;19640.37;15428.1;438;4.212.269.999.999.990;0.21446999216409868;4.484.102.739.726.020;2023;1;False;True;False;False;False;False;False;True
