date,region,product,revenue,cost,units_sold,profit,margin,revenue_per_unit,year,month
2022-04-01,North,Product D,11261.89,9509.6,248,1752.289999999999,0.15559466483867265,45.410846774193544,2022,4
2022-04-01,South,Product A,15082.23,10991.38,363,4090.8500000000004,0.2712364153046334,41.54884297520661,2022,4
2022-04-01,South,Product B,14467.87,9804.77,376,4663.1,0.3223072919510612,38.47837765957447,2022,4
2022-04-01,South,Product C,11492.08,6416.0,280,5076.08,0.4417024594329312,41.043142857142854,2022,4
2022-04-01,South,Product D,14292.43,13005.23,367,1287.2000000000007,0.09006166201268788,38.943950953678474,2022,4
2022-04-01,East,Product A,18185.25,12916.48,432,5268.77,0.28972766390343824,42.095486111111114,2022,4
2022-04-01,East,Product B,6619.98,5624.13,164,995.8499999999995,0.15043096806938985,40.36573170731707,2022,4
2022-04-01,East,Product C,13130.5,7237.76,328,5892.74,0.44878260538441034,40.03201219512195,2022,4
2022-04-01,East,Product D,15920.69,13430.0,380,2490.6900000000005,0.1564435963516657,41.89655263157895,2022,4
2022-04-01,West,Product A,11989.93,8140.5,245,3849.4300000000003,0.3210552521991371,48.93848979591837,2022,4
2022-04-01,West,Product B,18076.54,9899.2,380,8177.34,0.4523730758209259,47.56984210526316,2022,4
2022-04-01,West,Product C,14903.9,7096.0,320,7807.9,0.5238830104871879,46.574687499999996,2022,4
2022-04-01,West,Product D,7447.06,7424.1,162,22.960000000000036,0.003083095879447733,45.96950617283951,2022,4
2022-05-01,North,Product A,15414.51,10289.92,336,5124.59,0.3324523452253753,45.87651785714286,2022,5
2022-05-01,North,Product B,20322.27,11204.8,433,9117.470000000001,0.44864427054654826,46.93364896073903,2022,5
2022-05-01,North,Product C,8551.59,5116.54,194,3435.05,0.4016855345029404,44.08036082474227,2022,5
2022-05-01,North,Product D,12679.65,10464.23,283,2215.42,0.17472248839676174,44.80441696113074,2022,5
2022-05-01,South,Product A,9957.79,8404.98,257,1552.8100000000013,0.15593921944527864,38.74626459143969,2022,5
2022-05-01,South,Product B,18066.91,11256.05,435,6810.860000000001,0.37697979344558646,41.53312643678161,2022,5
2022-05-01,South,Product C,11420.64,6366.93,277,5053.709999999999,0.44250672466691876,41.22974729241877,2022,5
2022-05-01,South,Product D,19594.32,17633.22,497,1961.0999999999985,0.1000851267101894,39.42519114688129,2022,5
2022-05-01,East,Product A,13682.79,10366.42,339,3316.370000000001,0.24237527580266893,40.36221238938053,2022,5
2022-05-01,East,Product B,18011.74,11179.23,432,6832.510000000002,0.3793364772087539,41.693842592592596,2022,5
2022-05-01,East,Product C,10965.91,6173.38,265,4792.53,0.4370389689501373,41.380792452830185,2022,5
2022-05-01,East,Product D,16291.11,14373.6,408,1917.5100000000002,0.11770284529415123,39.92919117647059,2022,5
2022-05-01,West,Product A,13707.17,9067.92,286,4639.25,0.3384542542333684,47.92716783216783,2022,5
2022-05-01,West,Product B,17269.58,9757.77,374,7511.810000000001,0.43497351991189137,46.17534759358289,2022,5
2022-05-01,West,Product C,15013.75,7113.61,321,7900.14,0.5261936558155025,46.771806853582554,2022,5
2022-05-01,West,Product D,21878.24,16378.4,464,5499.840000000002,0.251384023577765,47.15137931034483,2022,5
2022-06-01,North,Product A,11089.06,8140.5,245,2948.5599999999995,0.2658981013719828,45.2614693877551,2022,6
2022-06-01,North,Product B,14603.1,8738.34,329,5864.76,0.40161061692380384,44.386322188449846,2022,6
2022-06-01,North,Product C,8816.05,5214.02,201,3602.029999999999,0.40857640326450045,43.860945273631835,2022,6
2022-06-01,North,Product D,19974.5,15644.4,444,4330.1,0.21678139628025733,44.987612612612615,2022,6
2022-06-01,South,Product A,10111.2,8516.88,262,1594.3200000000015,0.1576786138143842,38.59236641221374,2022,6
2022-06-01,South,Product B,8985.44,6752.2,230,2233.2400000000007,0.24853986004024295,39.06713043478261,2022,6
2022-06-01,South,Product C,6041.62,4550.02,151,1491.5999999999995,0.24688742423389745,40.01072847682119,2022,6
2022-06-01,South,Product D,7740.84,8372.23,203,-631.3899999999994,-0.08156608326744894,38.13221674876847,2022,6
2022-06-01,East,Product A,16305.59,11258.58,373,5047.01,0.30952636488468066,43.714718498659515,2022,6
2022-06-01,East,Product B,11139.85,7611.25,275,3528.6000000000004,0.31675471393241383,40.508545454545455,2022,6
2022-06-01,East,Product C,13411.6,7113.61,321,6297.990000000001,0.46959274061260403,41.780685358255454,2022,6
2022-06-01,East,Product D,14198.07,12368.23,347,1829.8400000000001,0.12887948855020437,40.91662824207493,2022,6
2022-06-01,West,Product A,21752.37,14150.58,473,7601.789999999999,0.34946950608140626,45.98809725158562,2022,6
2022-06-01,West,Product B,15564.64,8826.0,333,6738.639999999999,0.43294544557407044,46.74066066066066,2022,6
2022-06-01,West,Product C,19979.85,8680.24,404,11299.609999999999,0.5655502919191084,49.455074257425736,2022,6
2022-06-01,West,Product D,23053.02,16752.9,474,6300.119999999999,0.2732882719921294,48.63506329113924,2022,6
2022-07-01,North,Product A,15457.01,10572.18,347,4884.83,0.31602683830831446,44.544697406340056,2022,7
2022-07-01,North,Product B,18027.25,10113.78,389,7913.469999999999,0.4389726663800635,46.34254498714653,2022,7
2022-07-01,North,Product C,15467.73,7637.5,350,7830.23,0.5062300673725233,44.193514285714286,2022,7
2022-07-01,North,Product D,21793.55,16790.62,475,5002.93,0.22956012214623137,45.88115789473684,2022,7
2022-07-01,South,Product A,16468.34,12225.28,408,4243.0599999999995,0.2576495263031975,40.36357843137255,2022,7
2022-07-01,South,Product B,19823.94,12860.45,495,6963.489999999998,0.3512667007668505,40.04836363636363,2022,7
2022-07-01,South,Product C,11660.82,6682.24,296,4978.58,0.42694939120919456,39.39466216216216,2022,7
2022-07-01,South,Product D,13466.72,12399.6,348,1067.119999999999,0.07924127033160258,38.69747126436781,2022,7
2022-07-01,East,Product A,11654.65,8858.58,277,2796.0699999999997,0.23991025041507036,42.07454873646209,2022,7
2022-07-01,East,Product B,11881.14,7671.11,278,4210.03,0.3543456267664551,42.737913669064746,2022,7
2022-07-01,East,Product C,12652.22,6750.0,300,5902.219999999999,0.46649678870585554,42.17406666666666,2022,7
2022-07-01,East,Product D,18319.56,15753.23,447,2566.3300000000017,0.14008687981589085,40.98335570469799,2022,7
2022-07-01,West,Product A,18622.35,12028.02,401,6594.329999999998,0.3541083697814722,46.43977556109726,2022,7
2022-07-01,West,Product B,12597.16,7336.18,261,5260.98,0.41763222821651863,48.264980842911875,2022,7
2022-07-01,West,Product C,9792.06,5327.22,209,4464.839999999999,0.45596534334961175,46.851961722488035,2022,7
2022-07-01,West,Product D,22756.01,15972.23,453,6783.779999999999,0.29810937857735165,50.234017660044145,2022,7
2022-08-01,North,Product A,8690.27,6923.92,186,1766.3500000000004,0.2032560553354499,46.72188172043011,2022,8
2022-08-01,North,Product B,6952.78,5529.35,158,1423.4299999999994,0.2047281806701779,44.00493670886076,2022,8
2022-08-01,North,Product C,13620.97,6682.24,296,6938.73,0.5094152619086599,46.01679054054054,2022,8
2022-08-01,North,Product D,13048.97,10380.0,280,2668.9699999999993,0.20453491731531298,46.60346428571428,2022,8
2022-08-01,South,Product A,8347.26,7260.18,203,1087.08,0.13023195635454027,41.119507389162564,2022,8
2022-08-01,South,Product B,10159.19,7414.05,265,2745.1400000000003,0.27021248741287446,38.33656603773585,2022,8
2022-08-01,South,Product C,10227.71,5984.14,253,4243.569999999999,0.4149091047751646,40.42573122529644,2022,8
2022-08-01,South,Product D,14847.91,13298.4,376,1549.5100000000002,0.10435879527825803,39.48912234042553,2022,8
2022-08-01,East,Product A,10909.37,8206.08,248,2703.290000000001,0.24779524390501015,43.989395161290325,2022,8
2022-08-01,East,Product B,20424.57,12639.04,487,7785.529999999999,0.38118452432535904,41.93956878850103,2022,8
2022-08-01,East,Product C,13303.13,6956.16,312,6346.969999999999,0.47710350872313506,42.63823717948718,2022,8
2022-08-01,East,Product D,12923.17,11480.1,318,1443.0699999999997,0.11166532669615889,40.63889937106918,2022,8
2022-08-01,West,Product A,10142.32,7545.78,217,2596.54,0.25601045914544207,46.73880184331797,2022,8
2022-08-01,West,Product B,19791.26,11026.57,426,8764.689999999999,0.44285659427444235,46.458356807511734,2022,8
2022-08-01,West,Product C,13933.19,6481.84,284,7451.35,0.534791386609958,49.060528169014084,2022,8
2022-08-01,West,Product D,13386.82,10296.23,277,3090.59,0.23086812252648503,48.32787003610108,2022,8
2022-09-01,North,Product A,7498.0,6636.82,171,861.1800000000003,0.11485462790077358,43.84795321637427,2022,9
2022-09-01,North,Product B,8817.99,5999.44,187,2818.55,0.31963633435737626,47.155026737967916,2022,9
2022-09-01,North,Product C,9352.84,5200.0,200,4152.84,0.4440191428485893,46.7642,2022,9
2022-09-01,North,Product D,19312.46,15213.6,432,4098.859999999999,0.2122391450907859,44.70476851851851,2022,9
2022-09-01,South,Product A,17044.49,12741.52,426,4302.970000000001,0.25245519226447966,40.01053990610329,2022,9
2022-09-01,South,Product B,17612.58,11204.8,433,6407.7800000000025,0.36381836164832193,40.67570438799076,2022,9
2022-09-01,South,Product C,18638.5,9985.34,466,8653.16,0.46426268208278565,39.99678111587983,2022,9
2022-09-01,South,Product D,5828.88,7227.23,153,-1398.3499999999995,-0.23990028959251167,38.09725490196079,2022,9
2022-09-01,East,Product A,7936.46,7160.08,198,776.3800000000001,0.097824470859804,40.08313131313131,2022,9
2022-09-01,East,Product B,14075.83,8564.74,321,5511.09,0.3915285990240007,43.84993769470405,2022,9
2022-09-01,East,Product C,8529.77,5130.38,195,3399.3900000000003,0.39853243405156297,43.74241025641026,2022,9
2022-09-01,East,Product D,10674.02,9509.6,248,1164.42,0.1090891716522922,43.04040322580645,2022,9
2022-09-01,West,Product A,9310.4,6923.92,186,2386.4799999999996,0.2563241106719367,50.05591397849462,2022,9
2022-09-01,West,Product B,22658.21,11671.22,451,10986.99,0.4849010579388222,50.23993348115299,2022,9
2022-09-01,West,Product C,12475.79,5906.56,248,6569.2300000000005,0.5265582379953494,50.305604838709684,2022,9
2022-09-01,West,Product D,12458.54,9965.62,265,2492.92,0.2000972826671504,47.01335849056604,2022,9
2022-10-01,North,Product A,13694.61,9642.0,310,4052.6100000000006,0.2959273758069781,44.17616129032258,2022,10
2022-10-01,North,Product B,12306.3,7651.12,277,4655.179999999999,0.37827616749144743,44.42707581227437,2022,10
2022-10-01,North,Product C,17316.21,8051.76,372,9264.449999999999,0.5350160341090804,46.548951612903224,2022,10
2022-10-01,North,Product D,21388.81,16677.6,472,4711.210000000003,0.2202651760429871,45.315275423728814,2022,10
2022-10-01,South,Product A,16660.5,12828.82,429,3831.6800000000003,0.229985894781069,38.83566433566433,2022,10
2022-10-01,South,Product B,19362.38,12749.46,491,6612.920000000002,0.3415344601231874,39.434582484725055,2022,10
2022-10-01,South,Product C,11060.24,6350.64,276,4709.599999999999,0.4258135447332065,40.07333333333333,2022,10
2022-10-01,South,Product D,17468.55,14860.1,422,2608.449999999999,0.14932263982986563,41.3946682464455,2022,10
2022-10-01,East,Product A,19209.09,13390.08,448,5819.01,0.302930019069097,42.87743303571428,2022,10
2022-10-01,East,Product B,7733.02,6016.19,188,1716.8300000000008,0.2220128746595768,41.13308510638298,2022,10
2022-10-01,East,Product C,16498.58,8520.24,396,7978.340000000002,0.48357737453768757,41.663080808080814,2022,10
2022-10-01,East,Product D,19811.48,16045.62,455,3765.8599999999988,0.19008473874743326,43.541714285714285,2022,10
2022-10-01,West,Product A,7450.65,6468.88,162,981.7699999999995,0.13176971136746451,45.99166666666667,2022,10
2022-10-01,West,Product B,22459.62,11961.99,462,10497.63,0.4674001608219551,48.6138961038961,2022,10
2022-10-01,West,Product C,8233.65,4780.41,169,3453.24,0.4194057313585105,48.7198224852071,2022,10
2022-10-01,West,Product D,14512.76,10691.02,291,3821.74,0.26333653970712667,49.872027491408936,2022,10
2022-11-01,North,Product A,12976.52,9209.28,292,3767.24,0.2903120405162555,44.44013698630137,2022,11
2022-11-01,North,Product B,21064.6,12203.14,471,8861.46,0.4206801933101032,44.723142250530785,2022,11
2022-11-01,North,Product C,21715.3,10544.22,491,11171.08,0.5144336021146381,44.22668024439918,2022,11
2022-11-01,North,Product D,15139.29,11995.62,335,3143.67,0.20764976428881407,45.191910447761195,2022,11
2022-11-01,South,Product A,11331.47,8789.52,274,2541.949999999999,0.22432658781252557,41.355729927007296,2022,11
2022-11-01,South,Product B,7891.25,6341.28,207,1549.9700000000003,0.1964162838587043,38.121980676328505,2022,11
2022-11-01,South,Product C,12553.11,7255.61,329,5297.500000000001,0.42200697675715426,38.15534954407295,2022,11
2022-11-01,South,Product D,16565.12,14790.0,420,1775.119999999999,0.10716010508828183,39.4407619047619,2022,11
2022-11-01,East,Product A,10523.36,8250.0,250,2273.3600000000006,0.2160298611850208,42.09344,2022,11
2022-11-01,East,Product B,8290.18,6254.47,202,2035.71,0.2455567912880058,41.040495049504955,2022,11
2022-11-01,East,Product C,10926.65,6046.73,257,4879.92,0.4466071485771028,42.51614785992218,2022,11
2022-11-01,East,Product D,14985.59,12305.62,345,2679.9699999999993,0.1788364689011243,43.43649275362319,2022,11
2022-11-01,West,Product A,24049.33,14968.02,499,9081.310000000001,0.3776117671469434,48.195050100200405,2022,11
2022-11-01,West,Product B,21281.48,11908.8,460,9372.68,0.44041485836511374,46.26408695652174,2022,11
2022-11-01,West,Product C,14733.24,6631.73,293,8101.51,0.5498797277448817,50.28409556313993,2022,11
2022-11-01,West,Product D,13385.21,10185.23,273,3199.9799999999996,0.23906834483732417,49.03007326007326,2022,11
2022-12-01,North,Product A,13713.19,9304.32,296,4408.870000000001,0.3215057911397713,46.3283445945946,2022,12
2022-12-01,North,Product B,20919.99,12122.43,468,8797.560000000001,0.42053366182297414,44.700833333333335,2022,12
2022-12-01,North,Product C,8922.33,5298.73,207,3623.6000000000004,0.40612709908734607,43.10304347826087,2022,12
2022-12-01,North,Product D,16473.05,13364.1,378,3108.949999999999,0.18872947025596348,43.579497354497356,2022,12
2022-12-01,South,Product A,19307.61,13965.78,467,5341.83,0.27666966548423133,41.34391862955032,2022,12
2022-12-01,South,Product B,10756.7,7671.11,278,3085.590000000001,0.28685284520345466,38.6931654676259,2022,12
2022-12-01,South,Product C,5965.41,4537.5,150,1427.9099999999999,0.23936493887260052,39.7694,2022,12
2022-12-01,South,Product D,9848.24,9430.62,245,417.619999999999,0.04240554657481936,40.19689795918367,2022,12
2022-12-01,East,Product A,8011.6,7140.18,197,871.4200000000001,0.10876978381347047,40.66802030456853,2022,12
2022-12-01,East,Product B,15855.23,10041.93,386,5813.299999999999,0.36664873357245525,41.075725388601036,2022,12
2022-12-01,East,Product C,17711.52,9026.61,421,8684.91,0.49035373587360087,42.07011876484561,2022,12
2022-12-01,East,Product D,14399.85,12181.02,341,2218.83,0.1540870217398098,42.2282991202346,2022,12
2022-12-01,West,Product A,20967.49,12770.58,427,8196.910000000002,0.39093425107153984,49.10419203747073,2022,12
2022-12-01,West,Product B,10871.32,6661.25,225,4210.07,0.38726392011273697,48.31697777777778,2022,12
2022-12-01,West,Product C,10732.24,5708.38,235,5023.86,0.46810917385373413,45.669106382978725,2022,12
2022-12-01,West,Product D,16907.88,13070.02,369,3837.8600000000006,0.22698647021388846,45.82081300813008,2022,12
2023-01-01,North,Product A,11323.7,8096.98,243,3226.720000000001,0.28495279811369084,46.59958847736626,2023,1
2023-01-01,North,Product B,15118.01,9272.96,353,5845.050000000001,0.38662826655095484,42.827223796034,2023,1
2023-01-01,North,Product C,21991.51,10521.5,490,11470.009999999998,0.5215653677259997,44.88063265306122,2023,1
2023-01-01,North,Product D,19640.37,15428.1,438,4212.269999999999,0.21446999216409868,44.84102739726027,2023,1
2023-01-01,South,Product A,6569.06,6655.68,172,-86.61999999999989,-0.013186057061436475,38.19220930232559,2023,1
2023-01-01,South,Product B,16013.45,10258.45,395,5755.0,0.3593853916551399,40.54037974683545,2023,1
2023-01-01,South,Product C,17140.13,9402.82,439,7737.310000000001,0.4514148959196926,39.04357630979499,2023,1
2023-01-01,South,Product D,16651.76,14066.02,399,2585.739999999998,0.1552832853704352,41.73373433583959,2023,1
2023-01-01,East,Product A,10656.83,8140.5,245,2516.33,0.23612368781335538,43.49726530612245,2023,1
2023-01-01,East,Product B,20274.24,12284.17,474,7990.0700000000015,0.39409960619978857,42.772658227848105,2023,1
2023-01-01,East,Product C,6632.4,4728.38,165,1904.0199999999995,0.2870785839213557,40.196363636363635,2023,1
2023-01-01,East,Product D,17370.88,13964.4,396,3406.4800000000014,0.19610290324957638,43.86585858585859,2023,1
2023-01-01,West,Product A,15484.95,9617.62,309,5867.33,0.37890532420188633,50.113106796116504,2023,1
2023-01-01,West,Product B,14703.97,8140.82,301,6563.15,0.4463522436457637,48.85039867109634,2023,1
2023-01-01,West,Product C,15190.59,6956.16,312,8234.43,0.5420744026400555,48.68778846153846,2023,1
2023-01-01,West,Product D,16248.81,11781.6,328,4467.209999999999,0.2749253637651003,49.53905487804878,2023,1
2023-02-01,North,Product A,18551.27,12481.78,417,6069.49,0.32717382691319785,44.48745803357314,2023,2
2023-02-01,North,Product B,14843.23,8478.8,317,6364.43,0.42877662072203965,46.82406940063091,2023,2
2023-02-01,North,Product C,8488.69,5102.73,193,3385.960000000001,0.39887897897084246,43.98284974093264,2023,2
2023-02-01,North,Product D,6955.76,7402.02,161,-446.2600000000002,-0.0641569001805698,43.203478260869566,2023,2
2023-02-01,South,Product A,15427.86,12056.08,402,3371.7800000000007,0.2185513739429837,38.37776119402985,2023,2
2023-02-01,South,Product B,7239.7,5949.41,184,1290.29,0.17822423581087615,39.34619565217391,2023,2
2023-02-01,South,Product C,9386.94,5768.81,239,3618.13,0.3854429665045265,39.27589958158996,2023,2
2023-02-01,South,Product D,9407.64,9274.02,239,133.61999999999898,0.014203349617969967,39.362510460251045,2023,2
2023-02-01,East,Product A,10846.12,8561.92,264,2284.2000000000007,0.21060065719354024,41.08378787878788,2023,2
2023-02-01,East,Product B,14769.5,9092.45,345,5677.049999999999,0.3843765868851349,42.81014492753623,2023,2
2023-02-01,East,Product C,11188.43,6141.53,263,5046.900000000001,0.4510820553017716,42.541558935361216,2023,2
2023-02-01,East,Product D,15838.51,12972.9,366,2865.6100000000006,0.1809267412149249,43.2746174863388,2023,2
2023-02-01,West,Product A,19195.65,11944.08,398,7251.5700000000015,0.3777715263614413,48.230276381909555,2023,2
2023-02-01,West,Product B,16492.27,9003.06,341,7489.210000000001,0.4541042561151376,48.36442815249267,2023,2
2023-02-01,West,Product C,11799.98,5906.56,248,5893.419999999999,0.4994432193952871,47.58056451612903,2023,2
2023-02-01,West,Product D,11572.78,9430.62,245,2142.16,0.1851033200320061,47.23583673469388,2023,2
2023-03-01,North,Product A,15349.38,10366.42,339,4982.959999999999,0.3246359136329936,45.278407079646016,2023,3
2023-03-01,North,Product B,18631.76,10800.0,417,7831.759999999998,0.42034461586023003,44.680479616306954,2023,3
2023-03-01,North,Product C,7464.89,4689.66,162,2775.2300000000005,0.37177105087951734,46.07956790123457,2023,3
2023-03-01,North,Product D,20363.0,15320.62,435,5042.379999999999,0.24762461326916463,46.811494252873565,2023,3
2023-03-01,South,Product A,8437.1,7422.42,211,1014.6800000000003,0.12026407177821766,39.98625592417062,2023,3
2023-03-01,South,Product B,14376.55,9571.21,366,4805.34,0.3342484810333495,39.2801912568306,2023,3
2023-03-01,South,Product C,12902.38,7381.44,336,5520.94,0.42790089890392313,38.39994047619047,2023,3
2023-03-01,South,Product D,9472.79,9536.02,249,-63.22999999999956,-0.006674907814909817,38.04333333333334,2023,3
2023-03-01,East,Product A,16600.96,11502.48,382,5098.48,0.30711958826477503,43.45801047120418,2023,3
2023-03-01,East,Product B,17073.82,10725.13,414,6348.6900000000005,0.37183770240051733,41.24111111111111,2023,3
2023-03-01,East,Product C,15173.56,7730.38,355,7443.179999999999,0.49053616949483175,42.74242253521127,2023,3
2023-03-01,East,Product D,8504.0,8324.02,201,179.97999999999956,0.021164158043273703,42.308457711442784,2023,3
2023-03-01,West,Product A,13991.49,9232.98,293,4758.51,0.3401003038275409,47.752525597269624,2023,3
2023-03-01,West,Product B,12025.95,7087.07,248,4938.880000000001,0.4106852265309602,48.49173387096774,2023,3
2023-03-01,West,Product C,9978.72,5228.06,202,4750.659999999999,0.47607909631696244,49.399603960396036,2023,3
2023-03-01,West,Product D,9505.79,8444.9,206,1060.8900000000012,0.11160461150519853,46.144611650485444,2023,3
2023-04-01,North,Product A,14841.71,10138.0,330,4703.709999999999,0.31692507130243075,44.97487878787879,2023,4
2023-04-01,North,Product B,15996.53,9710.91,372,6285.620000000001,0.39293646809651844,43.001424731182794,2023,4
2023-04-01,North,Product C,14584.34,6956.16,312,7628.18,0.5230390953584462,46.74467948717949,2023,4
2023-04-01,North,Product D,17635.68,13562.4,384,4073.2800000000007,0.23096812824909504,45.92625,2023,4
2023-04-01,South,Product A,14965.92,11666.88,388,3299.040000000001,0.22043683248340235,38.571958762886595,2023,4
2023-04-01,South,Product B,9220.57,6625.12,223,2595.45,0.28148476721070387,41.34784753363228,2023,4
2023-04-01,South,Product C,16624.28,8640.06,402,7984.219999999999,0.4802746344503341,41.3539303482587,2023,4
2023-04-01,South,Product D,13179.65,11630.23,323,1549.42,0.11756154374357439,40.80386996904025,2023,4
2023-04-01,East,Product A,13259.53,9863.22,319,3396.3100000000013,0.25614105477343474,41.56592476489028,2023,4
2023-04-01,East,Product B,18518.21,11179.23,432,7338.98,0.39631152254996566,42.86622685185185,2023,4
2023-04-01,East,Product C,6476.62,4587.74,154,1888.88,0.2916459511288296,42.055974025974024,2023,4
2023-04-01,East,Product D,20662.64,17285.6,488,3377.040000000001,0.16343700514551873,42.341475409836065,2023,4
2023-04-01,West,Product A,23418.09,14058.0,470,9360.09,0.3996948512880427,49.82572340425532,2023,4
2023-04-01,West,Product B,14743.16,7995.85,294,6747.3099999999995,0.45765697448850856,50.146802721088434,2023,4
2023-04-01,West,Product C,17729.43,7937.34,366,9792.09,0.5523070961672203,48.441065573770494,2023,4
2023-04-01,West,Product D,20906.07,15536.03,441,5370.039999999999,0.25686511142457663,47.40605442176871,2023,4
